"Temperature Mean by Month"
37.7645161290323
41.3821428571429
38.8677419354839
56.37
60.8387096774194
72.1466666666667
76.4548387096774
73.741935483871
70.1333333333333
63.8161290322581
47.0433333333333
35.84
