"Temperature Mean by Month"
28.7516129032258
31.5428571428571
37.6935483870968
51.5966666666667
63.5741935483871
71.8966666666667
75.3838709677419
73.7064516129032
69.5166666666667
59.5903225806452
45.0066666666667
40.65
